Restaurant Name,Rating,Price Range,Type of food,Phone,Address,Zipcode,City,State,Country,Website,Hours
La Canasta Comida Casera,4.5,,"Mexican, Mexican",,Calle De La Cima 119,64610,Monterrey,Nuevo León,MX,,
La Canoa,5.0,,"Mexican, Mexican",+52 322 209 1099,Calle Popa S/N,48335,Puerto Vallarta,Jalisco,MX,,Mon 8:00 am - 5:00 pm; Tue 8:00 am - 5:00 pm; Wed 8:00 am - 5:00 pm; Thu 8:00 am - 5:00 pm; Fri 8:00 am - 5:00 pm; Sat 8:00 am - 2:00 pm; Sun 8:00 am - 2:00 pm Closed now
La Cantinita,,,"Mexican, Mexican",+52 449 128 5028,Luis Donaldo Colosio 602,20127,Aguascalientes,,MX,lachilanguita.com/inicio,
La CaNtrina,4.5,,"Mexican, Mexican",+52 72 227 16000,Av. Tecnologico 982,52172,Metepec,México,MX,,
La Cantrina Resturante & Cantina,,,"Mexican, Mexican",+52 72 227 16000,Av. Tecnológico 982,52172,Metepec,México,MX,lacantrina.com,Mon 1:00 pm - 1:00 am; Tue 1:00 pm - 1:00 am; Wed 1:00 pm - 1:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 1:00 am; Sat 1:00 pm - 1:00 am; Sun 1:00 pm - 6:00 pm Open now
La Carreta,3.0,,"Mexican, Mexican",,Calle 14 Oriente,72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La Casa Country,,,"Mexican, Mexican",+52 624 105 1999,"Marina Cabo San Lucas, Col. El Médano",23450,Cabo San Lucas,Baja California Sur,MX,,Mon 8:00 am - 12:00 am; Tue 8:00 am - 12:00 am; Wed 8:00 am - 12:00 am; Thu 8:00 am - 12:00 am; Fri 8:00 am - 12:00 am; Sat 8:00 am - 12:00 am; Sun 8:00 am - 12:00 am Open now
La Casa Country,4.5,$$,"Mexican, Mexican",+52 624 105 1999,Av. Lazaro Cardenas S/N,23410,Cabo San Lucas,Baja California Sur,MX,,
La Casa de Frida,4.0,,"Mexican, Mexican",,"Calle 61, entre 66 y 68, Col. Centro",97000,Mérida,Yucatán,MX,,Mon 6:00 pm - 10:00 pm Closed now; Tue 6:00 pm - 10:00 pm; Wed 6:00 pm - 10:00 pm; Thu 6:00 pm - 10:00 pm; Fri 6:00 pm - 10:00 pm; Sat 6:00 pm - 10:00 pm; Sun Closed
La casa de la enchilada,4.0,,"Mexican, Mexican",,"Puerta del Sol 926, Colinas de San Jerónimo",64630,Monterrey,Nuevo León,MX,,
La Casa de la Esquina,4.5,$$,"Mexican, Mexican",+52 664 449 7840,"Calle Tonalá  11066, Col. Guadalajara",22115,Tijuana,Baja California,MX,,
La Casa de La Langosta,3.5,$$$,"Mexican, Mexican",+52 66 161 41072,"Av. Renteria 3, Col. Puerto Nuevo",22710,Playas de Rosarito,Baja California,MX,casadelalangosta.com,Mon 11:00 am - 9:00 pm; Tue 11:00 am - 9:00 pm; Wed 11:00 am - 9:00 pm; Thu 11:00 am - 9:00 pm; Fri 11:00 am - 10:00 pm; Sat 10:00 am - 10:00 pm; Sun 10:00 am - 9:00 pm Open now
La Casa de la Patrona,4.0,,"Mexican, Mexican",+52 222 889 5616,"Plaza Bugambilias, Calle 16 de Septiembre 5747, Col. El Cerrito",72440,Puebla,,MX,,Mon 7:00 am - 7:00 pm; Tue 7:00 am - 7:00 pm; Wed 7:00 am - 7:00 pm; Thu 7:00 am - 7:00 pm; Fri 7:00 am - 7:00 pm; Sat 7:00 am - 7:00 pm; Sun Closed
La Casa De La Yema,,,"Mexican, Mexican",,Citlaltepec 25,62130,Cuernavaca,Morelos,MX,,Mon 8:00 am - 8:00 pm; Tue 8:00 am - 8:00 pm; Wed 8:00 am - 8:00 pm; Thu 8:00 am - 8:00 pm; Fri 8:00 am - 8:00 pm; Sat 8:00 am - 8:00 pm; Sun 8:00 am - 8:00 pm Closed now
La Casa de la Yeya,5.0,,"Mexican, Mexican",+52 55 5271 5020,"Avenida Revolución 117, Local A",11870,"México, D.F.",,MX,layeya.com,
La Casa de la Yeya,4.0,$$,"Mexican, Mexican",+52 55 5523 1316,"Concepción Beistegui 303, Col. Del Valle",03100,Benito Juárez,D.F.,MX,layeya.com,Mon 8:00 am - 7:00 pm Closed now; Tue 8:00 am - 7:00 pm; Wed 8:00 am - 7:00 pm; Thu 8:00 am - 7:00 pm; Fri 8:00 am - 7:00 pm; Sat 8:00 am - 7:00 pm; Sun 9:00 am - 7:00 pm
La casa de la Yeya Condesa,4.0,$$,"Mexican, Mexican",+52 55 5211 4514,"Citlaltepetl 25, Col.Condesa",06170,"México, D.F.",,MX,,
La Casa De La Yeya Obrero Mundial,4.0,$$,"Mexican, Mexican",,Obrero Mundial 402,03010,"México, D.F.",,MX,,Mon 8:00 am - 7:00 pm; Tue 8:00 am - 7:00 pm; Wed 8:00 am - 7:00 pm; Thu 8:00 am - 7:00 pm; Fri 8:00 am - 7:00 pm; Sat 9:00 am - 7:00 pm; Sun 9:00 am - 7:00 pm Open now
La Casa de las Enchiladas,4.5,$$,"Mexican, Mexican",+52 55 5276 9841,"Bajío 374, Roma Sur",06100,"México, D.F.",,MX,lacasadelasenchiladas.com,Mon 8:00 am - 7:00 pm Closed now; Tue 8:00 am - 7:00 pm; Wed 8:00 am - 7:00 pm; Thu 8:00 am - 7:00 pm; Fri 8:00 am - 7:00 pm; Sat 8:00 am - 7:00 pm; Sun 8:00 am - 7:00 pm
La Casa de los Abuelos,3.0,$$,"Mexican, Mexican",+52 744 189 2231,"Av. Costera Miguel Alemán 2909, Col. Fraccionamiento Costa Azul",39850,Acapulco,Guerrero,MX,,
La Casa de los Abuelos,4.0,$,"Mexican, Mexican",,Eje Central 143,06250,Ciudad de México,D.F.,MX,,
La Casa de los Abuelos,3.5,$$,"Mexican, Mexican",+52 998 252 9024,Av. Cobá S/N,,Cancún,Quintana Roo,MX,lacasadelosabuelos.com.mx,Mon 8:00 am - 11:00 pm; Tue 8:00 am - 11:00 pm; Wed 8:00 am - 11:00 pm; Thu 8:00 am - 11:00 pm; Fri 8:00 am - 11:00 pm; Sat 8:00 am - 11:00 pm; Sun 8:00 am - 11:00 pm Open now
La Casa De Los Abuelos,,,"Mexican, Mexican",,Av. Correa Racho 104,97138,Mérida,Yucatán,MX,,Mon 7:00 am - 12:00 am Closed now; Tue 7:00 am - 12:00 am; Wed 7:00 am - 12:00 am; Thu 7:00 am - 12:00 am; Fri 7:00 am - 12:00 am; Sat 7:00 am - 12:00 am; Sun 7:00 am - 12:00 am
La Casa de los Abuelos,4.0,$$,"Mexican, Mexican",,Av. Kabah S/N,77505,Cancún,Quintana Roo,MX,,
La Casa de los Amigos,5.0,$,"Mexican, Mexican",+52 222 630 9602,"Privada 39 Ote 1611, Col. El Mirador",72530,Heroica Puebla de Zaragoza,Puebla,MX,,Mon 8:00 am - 6:00 pm; Tue 8:00 am - 6:00 pm; Wed 8:00 am - 6:00 pm; Thu 8:00 am - 6:00 pm; Fri 8:00 am - 6:00 pm; Sat 8:00 am - 6:00 pm; Sun 8:00 am - 6:00 pm Closed now
La Casa de los Chilaquiles y el Pozole,5.0,,"Mexican, Mexican",+52 55 6566 3526,Dr. José Terres 32,06720,"México, D.F.",,MX,,Mon 8:00 am - 6:00 pm; Tue 8:00 am - 6:00 pm; Wed 8:00 am - 6:00 pm; Thu 8:00 am - 6:00 pm; Fri 8:00 am - 6:00 pm; Sat 8:00 am - 6:00 pm; Sun Closed
La Casa de los Girasoles,5.0,,"Mexican, Mexican",,"Unión 111, Col. Industrial",07800,"México, D.F.",,MX,,Mon 11:00 am - 6:00 pm; Tue 11:00 am - 6:00 pm; Wed 11:00 am - 6:00 pm; Thu 11:00 am - 6:00 pm; Fri 11:00 am - 6:00 pm; Sat 11:00 am - 6:00 pm; Sun 11:00 am - 6:00 pm Open now
La Casa De Los Moles,,$$,"Mexican, Mexican",+52 33 364 27064,Diagonal Isabel Prieto  766,44648,Guadalajara,Jalisco,MX,,
La Casa de los Omelets,5.0,,"Mexican, Mexican",+52 322 222 8065,"Calle Independencia  255, Col. Centro",48300,Puerto Vallarta,Jalisco,MX,,Mon 9:00 am - 10:00 pm Closed now; Tue 9:00 am - 10:00 pm; Wed 9:00 am - 10:00 pm; Thu 9:00 am - 10:00 pm; Fri 9:00 am - 10:00 pm; Sat Closed; Sun 9:00 am - 10:00 pm
La Casa de los Platos,4.0,$$,"Mexican, Mexican",+52 33 181 45512,"Sao Paulo 2367, Col. Providencia",44630,Guadalajara,Jalisco,MX,,
La Casa de los Soles,,,"Mexican, Mexican",+52 55 3718 5555,"Veracruz 70, Col. Nosques De Mexico",54050,Tlalnepantla,México,MX,,Mon Closed; Tue Closed; Wed Closed; Thu Closed; Fri Closed; Sat 10:00 am - 4:00 pm; Sun 10:00 am - 4:00 pm Closed now
La Casa de mi Tia,5.0,,"Mexican, Mexican",,"Grand Plaza, Calle 59 S/N",97115,Mérida,Yucatán,MX,,
La casa de Pepe,5.0,,"Mexican, Mexican",,"3 Sur No. 507, Col. Centro. Puebla, Puebla.",72000,Puebla,,MX,,
La Casa de Pepe,5.0,$$$,"Mexican, Mexican",+52 222 962 2294,"3 Sur 507, Centro",72000,Puebla,,MX,,
La Casa de Toño,4.5,$,"Mexican, Mexican",+52 55 5386 1125,"Londres 144, Col. Juárez",06600,"México, D.F.",,MX,lacasadetono.com.mx,
La Casa de Toño,4.0,$,"Mexican, Mexican",,"Hacienda de Salitrillo 22, Col. San Miguel",53310,Naucalpan de Juárez,México,MX,lacasadetono.com.mx,Mon Open 24 hours; Tue Open 24 hours; Wed Open 24 hours; Thu Open 24 hours; Fri Open 24 hours; Sat Open 24 hours; Sun Open 24 hours Open now
La Casa de Toño,4.5,$,"Mexican, Mexican",+52 55 5386 1125,"Centrio Comercial World Trade Center, Montecito 38, Col. Nápoles",03810,"México, D.F.",,MX,lacasadetono.com.mx,Mon 9:00 am - 11:00 pm Closed now; Tue 9:00 am - 11:00 pm; Wed 9:00 am - 11:00 pm; Thu 9:00 am - 11:00 pm; Fri 9:00 am - 11:00 pm; Sat 9:00 am - 11:00 pm; Sun 9:00 am - 10:00 pm
La Casa de Toño,4.0,$,"Mexican, Mexican",+52 55 5386 1125,"Av. Cuauhtémoc 439, Col. Narvarte",03020,"México, D.F.",,MX,lacasadetono.com.mx,Mon Open 24 hours Open now; Tue Open 24 hours; Wed Open 24 hours; Thu Open 24 hours; Fri Open 24 hours; Sat Open 24 hours; Sun Open 24 hours
La Casa de Toño,4.5,$,"Mexican, Mexican",+52 55 5386 1125,"Bahía del Espíritu Santo 21, Col. Anáhuac",11320,"México, D.F.",,MX,lacasadetono.com.mx,Mon 9:00 am - 11:00 pm Closed now; Tue 9:00 am - 11:00 pm; Wed 9:00 am - 11:00 pm; Thu 9:00 am - 11:00 pm; Fri 9:00 am - 11:00 pm; Sat 9:00 am - 11:00 pm; Sun 9:00 am - 10:00 pm
La Casa de Toño,4.5,$,"Mexican, Mexican",,Av. San José de los Cedros 31,05220,"México, D.F.",,MX,,
La Casa del Ángel,3.0,,"Mexican, Mexican",,"Blvd San Pedro 333, San Isidro",37685,León,Guanajuato,MX,,
La Casa del Bauce,4.5,$,"Mexican, Mexican",+52 55 5543 9887,Avenida Universidad 412,03020,"México, D.F.",,MX,,
La Casa del Bisquet,3.5,$,"Mexican, Mexican",,"Calle del Rocio 1208, Playas de Tijuana",22014,Tijuana,Baja California,MX,,
La Casa del Buen Comer,4.0,,"Mexican, Mexican",+52 222 108 6074,Calle 19 Pte 2302,72400,Heroica Puebla de Zaragoza,Puebla,MX,,Mon 6:30 pm - 9:30 pm; Tue 6:30 pm - 9:30 pm; Wed 6:30 pm - 9:30 pm; Thu 6:30 pm - 9:30 pm; Fri 6:30 pm - 9:30 pm; Sat 6:30 pm - 9:30 pm; Sun 6:30 pm - 9:30 pm Closed now
La Casa del Burro Azteca,3.0,,"Mexican, Mexican",+52 664 636 4355,"Plaza Loma Bonita, Av. Flores Magón 7200",22604,Tijuana,Baja California,MX,,Mon 9:00 am - 10:00 pm; Tue 9:00 am - 10:00 pm; Wed 9:00 am - 10:00 pm; Thu 9:00 am - 10:00 pm; Fri 9:00 am - 10:00 pm; Sat 9:00 am - 10:00 pm; Sun 9:00 am - 10:00 pm Open now
La casa del chile en nogada El Triunfo,4.0,,"Mexican, Mexican",,"Av. James Sullivan no. 83 local 4, Col. Cuauhtémoc",06470,"México, D.F.",,MX,,Mon 9:00 am - 5:00 pm; Tue 9:00 am - 5:00 pm; Wed 9:00 am - 5:00 pm; Thu 9:00 am - 5:00 pm; Fri 9:00 am - 5:00 pm; Sat Closed; Sun Closed
La casa del maíz,3.5,,"Mexican, Mexican",(818) 340-4342,"Abasolo 870A, Colonia Centro",64260,Monterrey,Nuevo León,MX,,
La Casa del Menudo,,,"Mexican, Mexican",+52 664 685 1957,"Av. Buenos 1564, Col. Independencia",22054,Tijuana,Baja California,MX,,Mon Closed; Tue Closed; Wed Closed; Thu Closed; Fri 7:00 am - 3:00 pm; Sat 7:00 am - 3:00 pm; Sun 7:00 am - 3:00 pm Open now
La Casa del Mixiote,3.0,$$,"Mexican, Mexican",,Morelos 4,72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La Casa del Mole,4.5,$$,"Mexican, Mexican",+52 664 634 6920,"Paseo de los Heroes 10511, Col. Zona Urbana Río",22010,Tijuana,Baja California,MX,,Mon 8:00 am - 9:00 pm; Tue 8:00 am - 9:00 pm; Wed 8:00 am - 9:00 pm; Thu 8:00 am - 10:00 pm; Fri 8:00 am - 10:00 pm; Sat 8:00 am - 10:00 pm; Sun 8:00 am - 9:00 pm Open now
La Casa del Mole,3.5,$$,"Mexican, Mexican",+52 664 630 0607,Del Pedregal 1385,,Tijuana,Baja California,MX,,Mon 12:00 pm - 10:30 pm; Tue 12:00 pm - 10:30 pm; Wed 12:00 pm - 10:30 pm; Thu 12:00 pm - 10:30 pm; Fri 12:00 pm - 10:30 pm; Sat 12:00 pm - 10:30 pm; Sun 12:00 pm - 10:30 pm Open now
La Casa del Mole,5.0,$$,"Mexican, Mexican",+52 664 682 9074,"Av. Aquiles Serdan 10745, Col. Libertad",22400,Tijuana,Baja California,MX,,Mon 10:00 am - 7:00 pm; Tue 10:00 am - 7:00 pm; Wed 10:00 am - 7:00 pm; Thu 10:00 am - 7:00 pm; Fri 10:00 am - 7:00 pm; Sat 10:00 am - 7:00 pm; Sun Closed
La Casa del Pastor,4.0,$$,"Mexican, Mexican",+52 55 5281 8813,"Av. Alfredo de Musset 3, Col. Polanco",11560,"México, D.F.",,MX,lacasadelpastor.com.mx,Mon 8:00 am - 12:00 am; Tue 8:00 am - 12:00 am; Wed 8:00 am - 12:00 am; Thu 8:00 am - 3:00 am; Fri 8:00 am - 3:00 am; Sat 8:00 am - 3:00 am; Sun 8:00 am - 12:00 am Open now
La Casa del Pastor,4.0,$$,"Mexican, Mexican",+52 55 5292 2854,Prolongacion Paseo de la Reforma 400,01219,"México, D.F.",,MX,,Mon 9:00 am - 12:00 am; Tue 9:00 am - 12:00 am; Wed 9:00 am - 12:00 am; Thu 9:00 am - 12:00 am; Fri 9:00 am - 12:00 am; Sat 9:00 am - 12:00 am; Sun 9:00 am - 12:00 am Open now
La Casa del Pavo,3.5,$,"Mexican, Mexican",+52 55 5689 1822,Motolinia 40,06000,"México, D.F.",,MX,,
La Casa del Pozole,5.0,,"Mexican, Mexican",+52 477 211 2915,Blvd. Hidalgo 2005,37160,León,Guanajuato,MX,,
La Casa del Pozole,4.5,,"Mexican, Mexican",+52 222 294 1874,"Blvd.14 Sur 5311, Col. San Manuel",72570,Puebla,,MX,,Mon 1:00 am - 11:00 pm; Tue 1:00 am - 11:00 pm; Wed 1:00 am - 11:00 pm; Thu 1:00 am - 11:00 pm; Fri 1:00 am - 11:00 pm; Sat 1:00 am - 11:00 pm; Sun 1:00 am - 11:00 pm Open now
La Casa del Pozole,3.0,$,"Mexican, Mexican",+52 222 603 5426,"Calzada Zavaleta 3907, Col. Santa Cruz Buena Vista",72170,Puebla,,MX,,
La Casa del Pozole,,,"Mexican, Mexican",+52 222 294 1874,Blvd. 14 Sur 5311,72570,Puebla,,MX,,
La Casa del Taco de Arandas,5.0,,"Mexican, Mexican",,Calle Lázaro Cárdenas 70,63732,Bucerías,Nayarit,MX,,Mon 5:00 am - 12:00 pm; Tue 5:00 am - 12:00 pm; Wed 5:00 am - 12:00 pm; Thu 5:00 am - 12:00 pm; Fri 5:00 am - 12:00 pm; Sat 5:00 am - 12:00 pm; Sun 5:00 am - 12:00 pm Closed now
La Casa del Tekolote,4.0,,"Mexican, Mexican",+52 55 5559 2990,Ignacio Aldama 113,04100,"México, D.F.",,MX,lacasadeltekolote.com.mx,
La Casa del Tío G\xfcero,4.0,$$,"Mexican, Mexican",+52 951 516 9584,"Calle Manuel Garcia Vigil 715, Col. Centro Historico",68000,Oaxaca,,MX,,Mon 8:00 am - 9:00 pm; Tue 8:00 am - 9:00 pm; Wed 8:00 am - 9:00 pm; Thu 8:00 am - 9:00 pm; Fri 8:00 am - 9:00 pm; Sat 8:00 am - 9:00 pm; Sun Closed
La Casa Rosa,4.0,,"Mexican, Mexican",,"4 Norte 103, Centro Cholula",72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La Casa Rosa,3.0,,"Mexican, Mexican",,"Calle 4 Sur 103, Cholula de Rivadabia, Puebla",72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La casita de la 60,4.0,,"Mexican, Mexican",+52 999 923 3559,"Calle 95 Colonia Centro, Entre 56",97000,Mérida,Yucatán,MX,,Mon 11:00 am - 5:00 pm Closed now; Tue 11:00 am - 5:00 pm; Wed 11:00 am - 5:00 pm; Thu 11:00 am - 5:00 pm; Fri 11:00 am - 5:00 pm; Sat 11:00 am - 5:00 pm; Sun 11:00 am - 5:00 pm
La Casita Poblana,4.0,,"Mexican, Mexican",,"16 de Septiembre 3912, Huexotitla",,Puebla,,MX,,
La Casita Poblana,,,"Mexican, Mexican",+52 222 243 2210,"16 de Septiembre 3912, Col. Huexotitla.",72534,Puebla,,MX,lacasitapoblana.com.mx,
La Casona,,,"Mexican, Mexican",+52 614 410 0063,"Aldama 430, Zona Centro",31000,Chihuahua,,MX,casona.com.mx,Mon 8:00 am - 12:00 am; Tue 8:00 am - 12:00 am; Wed 8:00 am - 12:00 am; Thu 8:00 am - 12:00 am; Fri 8:00 am - 12:00 am; Sat Closed; Sun Closed
La Casona Chilapeña,,,"Mexican, Mexican",,Gran Vía Tropical 33,39390,Acapulco,Guerrero,MX,,
La Casona de Cholula,4.0,,"Mexican, Mexican",+52 222 247 2776,"3 Oriente 9, Centro",72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La Casona de Cholula,4.0,,"Mexican, Mexican",+52 222 247 2776,"3 Oriente9, Cholula, Puebla",72760,Cholula de Rivadavia (San Pedro Cholula),Puebla,MX,,
La Casona de la Abuela,3.0,$$,"Mexican, Mexican",+52 951 132 5493,"Palmeras No. 710, Col. Reforma",68050,Oaxaca,,MX,,
La Casona del Arco,,,"Mexican, Mexican",+52 477 390 9456,"Calle Progreso 110, Col. Centro",37000,León,Guanajuato,MX,,Mon Closed; Tue 2:00 pm - 11:00 pm; Wed 2:00 pm - 11:00 pm; Thu 2:00 pm - 2:00 am; Fri 2:00 pm - 2:00 am; Sat 2:00 pm - 2:00 am; Sun 2:00 pm - 6:00 pm Open now
La casona del sabor,,,"Mexican, Mexican",,Esquina Circuito Juan Pablo II con 22 sur,72570,Puebla,,MX,,
La Cassola,,,"Mexican, Mexican",,Av. Insurgentes 3987 S,,Monterrey,Nuevo León,MX,,
La Catarina,5.0,$$,"Mexican, Mexican",,Av. Eugenio Garza Sada 3820,64890,Monterrey,Nuevo León,MX,,
La Catarina,4.5,$$$,"Mexican, Mexican",+52 81 834 53340,Av. Morones Prieto 2525,64000,Monterrey,Nuevo León,MX,lacatarina.mx,
La Catedral,3.0,$,"Mexican, Mexican",,"Av. 7 Oriente 17, Col. Centro",72000,Puebla,,MX,,
La Catedral del Antojito,4.0,,"Mexican, Mexican",,"Calz. del Federalismo Nte. 169-171, Col. Centro",44100,Guadalajara,Jalisco,MX,,
La Catrina,5.0,$$,"Mexican, Mexican",+52 449 918 6617,"Calle Nieto 238, Col. Centro",20000,Aguascalientes,,MX,,
La Catrina Restaurant & Bar,5.0,$$,"Mexican, Mexican",,"Cabo Baja, Col. Cabo San Lucas",23479,Cabo San Lucas,Baja California Sur,MX,,
La Cazuela del Mole,4.5,$,"Mexican, Mexican",+52 66 161 22910,Benito Juárez 103,22704,Rosarito,Baja California,MX,,Mon 8:00 am - 8:00 pm; Tue 8:00 am - 8:00 pm; Wed 8:00 am - 8:00 pm; Thu 8:00 am - 8:00 pm; Fri 8:00 am - 8:00 pm; Sat 8:00 am - 8:00 pm; Sun 8:00 am - 8:00 pm Open now
La Ceiba de la 30,4.5,$,"Mexican, Mexican",,30 Av. Norte,77710,Playa del Carmen,Quintana Roo,MX,,
La cemita dorada,4.0,,"Mexican, Mexican",,"29 Sur SN, Benito Juárez",72410,Puebla,,MX,,
La cena del senor,2.0,,"Mexican, Mexican",,De mercaderes 3,68090,Oaxaca,,MX,,
La Chabelita,5.0,,"Mexican, Mexican",+52 55 5273 6885,"Av. Jose Marti 73, Col. Escandon",11800,"México, D.F.",,MX,lachabelita.wordpress.com,Mon 8:00 am - 7:00 pm Closed now; Tue 8:00 am - 7:00 pm; Wed 8:00 am - 7:00 pm; Thu 8:00 am - 7:00 pm; Fri 8:00 am - 7:00 pm; Sat 8:00 am - 7:00 pm; Sun Closed
La Chata,4.5,$$,"Mexican, Mexican",+52 33 361 30588,"Av. Corona 126, Centro",44100,Guadalajara,Jalisco,MX,lachata.com.mx,
La Chatita,,,"Mexican, Mexican",+52 998 304 1204,"Calle 7, Col. La Gloria a un Costado de Super Express",77499,Isla Mujeres,Quintana Roo,MX,,Mon Closed; Tue Closed; Wed 9:00 am - 4:00 pm; Thu 9:00 am - 4:00 pm; Fri 9:00 am - 4:00 pm; Sat 9:00 am - 4:00 pm; Sun 9:00 am - 4:00 pm Closed now
La Chaya,4.5,$,"Mexican, Mexican",,Mercado 28,78436,Cancún,Quintana Roo,MX,,
La Chelaco,,,"Mexican, Mexican",,Av. Contoy 48,77505,Cancún,Quintana Roo,MX,,
La Chiapaneca,5.0,$,"Mexican, Mexican",,Av. Tulum 7,77760,Tulum,Quintana Roo,MX,,
La Chilaquila,4.5,,"Mexican, Mexican",,"Av. Plutarco Elias Calles #1067, Oblatos",44740,Guadalajara,Jalisco,MX,,
La Chismosa,4.0,$,"Mexican, Mexican",,Av. Colosio Misión del Carmen,77712,Playa del Carmen,Quintana Roo,MX,,
La Chismosa,,$,"Mexican, Mexican",+52 984 150 7189,Av. Luis Donaldo Colosio S/N,77724,Playa del Carmen,Quintana Roo,MX,,
La Choza Maya,4.5,$,"Mexican, Mexican",+52 664 680 9909,Paseo Ensenada 1584,22504,Tijuana,Baja California,MX,,Mon 7:00 am - 3:00 pm; Tue 7:00 am - 11:00 pm; Wed 7:00 am - 11:00 pm; Thu 7:00 am - 11:00 pm; Fri 7:00 am - 11:00 pm; Sat 7:00 am - 11:00 pm; Sun 11:00 am - 11:00 pm Open now
La Chulada,5.0,,"Mexican, Mexican",,"Calle Francisco Alcocer 401, Col. Candiles",,Candiles,Querétaro,MX,,Mon 10:00 am - 6:00 pm; Tue 10:00 am - 6:00 pm; Wed 10:00 am - 6:00 pm; Thu 10:00 am - 6:00 pm; Fri 10:00 am - 6:00 pm; Sat 9:00 am - 4:00 pm; Sun Closed
La Chuza,4.0,$$,"Mexican, Mexican",+52 33 361 65630,Fernando de Celada 2856,44130,Guadalajara,Jalisco,MX,,
La Ciudad de los Almuerzos,4.0,$$,"Mexican, Mexican",+52 33 118 82555,"Av. Lopez Mateos Sur 2180, Col. Ciudad del Sol",45050,Zapopan,Jalisco,MX,laciudaddelosalmuerzos.com,Mon 8:00 am - 2:00 pm; Tue 8:00 am - 2:00 pm; Wed 8:00 am - 2:00 pm; Thu 8:00 am - 2:00 pm; Fri 8:00 am - 2:00 pm; Sat 8:00 am - 2:00 pm; Sun 8:00 am - 2:00 pm Closed now
La Cochinita,4.0,,"Mexican, Mexican",+52 55 5709 4168,Simón Bolívar 82,06000,Ciudad de México,D.F.,MX,,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 9:00 am - 9:00 pm Open now
La Cochinita Sureña,4.0,,"Mexican, Mexican",+52 222 645 9536,"Diagonal Zaragoza #1407, Jardines de San Manuel",72570,Puebla,,MX,,
La Cocina,5.0,,"Mexican, Mexican",,Calle 1 Sur S/N,,Playa del Carmen,Quintana Roo,MX,,Mon 7:30 am - 8:00 pm; Tue 7:30 am - 8:00 pm; Wed 7:30 am - 8:00 pm; Thu 7:30 am - 8:00 pm; Fri 7:30 am - 8:00 pm; Sat 7:30 am - 4:00 pm; Sun Closed
La Cocina,4.0,$,"Mexican, Mexican",+52 55 5688 5573,"Av. Cuauhtémoc 1314, Col. Santa Cruz Atoyac",03020,"México, D.F.",,MX,lacocinadesantacruz.com,Mon 7:30 am - 5:30 pm Closed now; Tue 7:30 am - 5:30 pm; Wed 7:30 am - 5:30 pm; Thu 7:30 am - 5:30 pm; Fri 7:30 am - 5:30 pm; Sat 7:30 am - 5:30 pm; Sun 8:00 am - 5:30 pm
La Cocina de Asun,3.0,$,"Mexican, Mexican",,"Zacatecas 24, Col. Roma Norte",06700,Roma Norte,D.F.,MX,,
La Cocina de Camila,3.0,,"Mexican, Mexican",+52 664 609 6449,Corales S/N,22504,Tijuana,Baja California,MX,,
La Cocina de Emilia,4.0,,"Mexican, Mexican",,Calle 19 232,97173,Vergel II,Yucatán,MX,,Mon 12:00 pm - 5:00 pm; Tue 12:00 pm - 5:00 pm; Wed 12:00 pm - 5:00 pm; Thu 12:00 pm - 5:00 pm; Fri 12:00 pm - 5:00 pm; Sat 12:00 pm - 5:00 pm; Sun Closed
La Cocina de Frida,3.5,,"Mexican, Mexican",+52 222 887 2285,"Av. San Martin Texmelucan 28-A, Col. la Paz",72160,La Paz,Puebla,MX,,Mon 8:00 am - 6:00 pm; Tue 8:00 am - 6:00 pm; Wed 8:00 am - 6:00 pm; Thu 8:00 am - 6:00 pm; Fri 8:00 am - 6:00 pm; Sat 8:00 am - 6:00 pm; Sun Closed
La Cocina de la Abuela,5.0,,"Mexican, Mexican",,"Blvd. Díaz Ordaz 13601, L-8, Plaza Ximena, La Mesa",,La Mesa,Baja California,MX,,
"La Cocina de Mamá, como en casa",4.0,,"Mexican, Mexican",+52 55 5914 0336,"Euclides 14, Col. Anzures",11590,"México, D.F.",,MX,,
La Cocina De Marcela,4.0,,"Mexican, Mexican",+52 624 142 4968,"Paseo de Barlovento, Col. Chamizal",,Cabo San Lucas,Baja California Sur,MX,lacocinademarcela.com,
La Cocina de Poupée,,,"Mexican, Mexican",+52 664 608 0002,"Oaxtepec 67, Col. Agua Caliente",,Tijuana,Baja California,MX,,Mon 9:00 am - 5:00 pm; Tue 9:00 am - 5:00 pm; Wed 9:00 am - 5:00 pm; Thu 9:00 am - 5:00 pm; Fri 9:00 am - 5:00 pm; Sat 9:00 am - 1:00 pm; Sun Closed
